"state","year","month","total_deaths","population","abbreviation","region","monthly_mortality_rate"
"Montana",2022,6,771,1122867,"MT","West",0.572195994717095
"Montana",2022,7,1133,1122867,"MT","West",0.840853517528493
"Montana",2022,8,875,1122867,"MT","West",0.649379371436392
"Montana",2022,9,925,1122867,"MT","West",0.6864867640899
"Montana",2022,10,1064,1122867,"MT","West",0.789645315666652
"Montana",2022,11,907,1122867,"MT","West",0.673128102734637
"Montana",2022,12,1141,1122867,"MT","West",0.846790700353055
"Montana",2023,1,915,1122867,"MT","West",0.679065285559198
"Montana",2023,2,861,1122867,"MT","West",0.638989301493409
"Montana",2023,3,924,1122867,"MT","West",0.68574461623683
"Montana",2023,4,1092,1122867,"MT","West",0.810425455552617
"Montana",2023,5,810,1122867,"MT","West",0.601139760986831
"Montana",2023,6,836,1122867,"MT","West",0.620435605166655
"Montana",2023,7,1047,1122867,"MT","West",0.777028802164459
"Montana",2023,8,766,1122867,"MT","West",0.568485255451744
"Montana",2023,9,456,1122867,"MT","West",0.338419420999994
"Nebraska",2020,1,1399,1937552,"NE","Midwest",0.601704281141014
"Nebraska",2020,2,1704,1937552,"NE","Midwest",0.732883556157461
"Nebraska",2020,3,1379,1937552,"NE","Midwest",0.593102361467804
"Nebraska",2020,4,1359,1937552,"NE","Midwest",0.584500441794594
"Nebraska",2020,5,1756,1937552,"NE","Midwest",0.755248547307806
"Nebraska",2020,6,1329,1937552,"NE","Midwest",0.57159756228478
"Nebraska",2020,7,1311,1937552,"NE","Midwest",0.563855834578891
"Nebraska",2020,8,1779,1937552,"NE","Midwest",0.765140754931997
"Nebraska",2020,9,1395,1937552,"NE","Midwest",0.599983897206372
"Nebraska",2020,10,2047,1937552,"NE","Midwest",0.880406478553006
"Nebraska",2020,11,2188,1937552,"NE","Midwest",0.941050012249134
"Nebraska",2020,12,1901,1937552,"NE","Midwest",0.817612464938575
"Nebraska",2021,1,2057,1963692,"NE","Midwest",0.872930513882354
"Nebraska",2021,2,1351,1963692,"NE","Midwest",0.573324805179903
"Nebraska",2021,3,1332,1963692,"NE","Midwest",0.565261762027854
"Nebraska",2021,4,1343,1963692,"NE","Midwest",0.569929839642198
"Nebraska",2021,5,1724,1963692,"NE","Midwest",0.73161507337539
"Nebraska",2021,6,1266,1963692,"NE","Midwest",0.537253296341789
"Nebraska",2021,7,1623,1963692,"NE","Midwest",0.688753633461867
"Nebraska",2021,8,1439,1963692,"NE","Midwest",0.610669426094656
"Nebraska",2021,9,1481,1963692,"NE","Midwest",0.628492995167606
"Nebraska",2021,10,2036,1963692,"NE","Midwest",0.864018729345878
"Nebraska",2021,11,1654,1963692,"NE","Midwest",0.701909124920473
"Nebraska",2021,12,1755,1963692,"NE","Midwest",0.744770564833996
"Nebraska",2022,1,2273,1967923,"NE","Midwest",0.96252072193204
"Nebraska",2022,2,1677,1967923,"NE","Midwest",0.710139573550388
"Nebraska",2022,3,1401,1967923,"NE","Midwest",0.593265082017945
"Nebraska",2022,4,1655,1967923,"NE","Midwest",0.700823490892005
"Nebraska",2022,5,1307,1967923,"NE","Midwest",0.55346000156849
"Nebraska",2022,6,1244,1967923,"NE","Midwest",0.526782128501301
"Nebraska",2022,7,1695,1967923,"NE","Midwest",0.717761822998156
"Nebraska",2022,8,1313,1967923,"NE","Midwest",0.556000751384412
"Nebraska",2022,9,1364,1967923,"NE","Midwest",0.577597124819755
"Nebraska",2022,10,1805,1967923,"NE","Midwest",0.764342236290072
"Nebraska",2022,11,1430,1967923,"NE","Midwest",0.605545372794904
"Nebraska",2022,12,1979,1967923,"NE","Midwest",0.838023980951829
"Nebraska",2023,1,1516,1967923,"NE","Midwest",0.641962786823129
"Nebraska",2023,2,1470,1967923,"NE","Midwest",0.622483704901056
"Nebraska",2023,3,1462,1967923,"NE","Midwest",0.619096038479825
"Nebraska",2023,4,1873,1967923,"NE","Midwest",0.793137400870529
"Nebraska",2023,5,1350,1967923,"NE","Midwest",0.571668708582602
"Nebraska",2023,6,1347,1967923,"NE","Midwest",0.570398333674641
"Nebraska",2023,7,1634,1967923,"NE","Midwest",0.691930866536275
"Nebraska",2023,8,1292,1967923,"NE","Midwest",0.547108127028683
"Nebraska",2023,9,792,1967923,"NE","Midwest",0.335378975701793
"Nevada",2020,1,2259,3138259,"NV","West",0.5998548876941
"Nevada",2020,2,2731,3138259,"NV","West",0.725189773480562
"Nevada",2020,3,2101,3138259,"NV","West",0.557899565757107
"Nevada",2020,4,2292,3138259,"NV","West",0.608617708098662
"Nevada",2020,5,2684,3138259,"NV","West",0.712709392904367
"Nevada",2020,6,2181,3138259,"NV","West",0.579142766737863
"Nevada",2020,7,2458,3138259,"NV","West",0.652697350133731
"Nevada",2020,8,3257,3138259,"NV","West",0.864863819929033
"Nevada",2020,9,2264,3138259,"NV","West",0.601182587755398
"Nevada",2020,10,2793,3138259,"NV","West",0.741653254240647
"Nevada",2020,11,2593,3138259,"NV","West",0.688545251788757
"Nevada",2020,12,3393,3138259,"NV","West",0.900977261596318
"Nevada",2021,1,4199,3143991,"NV","West",1.1129696830133
"Nevada",2021,2,2729,3143991,"NV","West",0.723337524397069
"Nevada",2021,3,2311,3143991,"NV","West",0.612544162287148
"Nevada",2021,4,2229,3143991,"NV","West",0.590809579289508
"Nevada",2021,5,2703,3143991,"NV","West",0.716446071251476
"Nevada",2021,6,2236,3143991,"NV","West",0.592664970521014
"Nevada",2021,7,3208,3143991,"NV","West",0.850299295810113
"Nevada",2021,8,2814,3143991,"NV","West",0.745867275065355
"Nevada",2021,9,2854,3143991,"NV","West",0.75646951067396
"Nevada",2021,10,3332,3143991,"NV","West",0.883166226196788
"Nevada",2021,11,2655,3143991,"NV","West",0.70372338852115
"Nevada",2021,12,2714,3143991,"NV","West",0.719361686043842
"Nevada",2022,1,4029,3177772,"NV","West",1.05655786507024
"Nevada",2022,2,3005,3177772,"NV","West",0.788025908298854
"Nevada",2022,3,2408,3177772,"NV","West",0.631469679595222
"Nevada",2022,4,2880,3177772,"NV","West",0.755246128419534
"Nevada",2022,5,2226,3177772,"NV","West",0.583742320090932
"Nevada",2022,6,2290,3177772,"NV","West",0.600525567389144
"Nevada",2022,7,2939,3177772,"NV","West",0.770718184522573
"Nevada",2022,8,2222,3177772,"NV","West",0.582693367134793
"Nevada",2022,9,2211,3177772,"NV","West",0.579808746505413
"Nevada",2022,10,2772,3177772,"NV","West",0.726924398603802
"Nevada",2022,11,2380,3177772,"NV","West",0.624127008902254
"Nevada",2022,12,3262,3177772,"NV","West",0.855421135730736
"Nevada",2023,1,2504,3177772,"NV","West",0.656644550542539
"Nevada",2023,2,2381,3177772,"NV","West",0.624389247141289
"Nevada",2023,3,2361,3177772,"NV","West",0.619144482360597
"Nevada",2023,4,2986,3177772,"NV","West",0.783043381757198
"Nevada",2023,5,2243,3177772,"NV","West",0.588200370154519
"Nevada",2023,6,2110,3177772,"NV","West",0.553322684362923
"Nevada",2023,7,2755,3177772,"NV","West",0.722466348540214
"Nevada",2023,8,2096,3177772,"NV","West",0.549651349016439
"Nevada",2023,9,794,3177772,"NV","West",0.208217161793441
"New Hampshire",2020,1,1010,1366275,"NH","Northeast",0.616030203777912
"New Hampshire",2020,2,1237,1366275,"NH","Northeast",0.754484516904235
"New Hampshire",2020,3,1016,1366275,"NH","Northeast",0.61968978914689
"New Hampshire",2020,4,1034,1366275,"NH","Northeast",0.630668545253823
"New Hampshire",2020,5,1361,1366275,"NH","Northeast",0.830115947863107
"New Hampshire",2020,6,1049,1366275,"NH","Northeast",0.639817508676267
"New Hampshire",2020,7,993,1366275,"NH","Northeast",0.605661378565808
"New Hampshire",2020,8,1192,1366275,"NH","Northeast",0.727037626636902
"New Hampshire",2020,9,961,1366275,"NH","Northeast",0.586143589931261
"New Hampshire",2020,10,1221,1366275,"NH","Northeast",0.744725622586961
"New Hampshire",2020,11,1091,1366275,"NH","Northeast",0.665434606259111
"New Hampshire",2020,12,1270,1366275,"NH","Northeast",0.774612236433612
"New Hampshire",2021,1,1553,1388992,"NH","Northeast",0.931730828303307
"New Hampshire",2021,2,1055,1388992,"NH","Northeast",0.63295300956857
"New Hampshire",2021,3,960,1388992,"NH","Northeast",0.575957240934433
"New Hampshire",2021,4,924,1388992,"NH","Northeast",0.554358844399392
"New Hampshire",2021,5,1223,1388992,"NH","Northeast",0.733745526732095
"New Hampshire",2021,6,973,1388992,"NH","Northeast",0.58375666190542
"New Hampshire",2021,7,1213,1388992,"NH","Northeast",0.727745972139028
"New Hampshire",2021,8,1010,1388992,"NH","Northeast",0.605955013899768
"New Hampshire",2021,9,1044,1388992,"NH","Northeast",0.626353499516196
"New Hampshire",2021,10,1355,1388992,"NH","Northeast",0.81293964736058
"New Hampshire",2021,11,1192,1388992,"NH","Northeast",0.715146907493588
"New Hampshire",2021,12,1275,1388992,"NH","Northeast",0.764943210616044
"New Hampshire",2022,1,1664,1395231,"NH","Northeast",0.993861709399137
"New Hampshire",2022,2,1179,1395231,"NH","Northeast",0.704184468378355
"New Hampshire",2022,3,1074,1395231,"NH","Northeast",0.64147083887901
"New Hampshire",2022,4,1277,1395231,"NH","Northeast",0.762717189244409
"New Hampshire",2022,5,1011,1395231,"NH","Northeast",0.603842661179403
"New Hampshire",2022,6,1085,1395231,"NH","Northeast",0.648040838159894
"New Hampshire",2022,7,1308,1395231,"NH","Northeast",0.781232641763264
"New Hampshire",2022,8,1051,1395231,"NH","Northeast",0.627733567655344
"New Hampshire",2022,9,1026,1395231,"NH","Northeast",0.612801751107881
"New Hampshire",2022,10,1346,1395231,"NH","Northeast",0.803929002915407
"New Hampshire",2022,11,1102,1395231,"NH","Northeast",0.658194473412169
"New Hampshire",2022,12,1475,1395231,"NH","Northeast",0.880977176300316
"New Hampshire",2023,1,1231,1395231,"NH","Northeast",0.735242646797078
"New Hampshire",2023,2,1089,1395231,"NH","Northeast",0.650429928807488
"New Hampshire",2023,3,1084,1395231,"NH","Northeast",0.647443565497995
"New Hampshire",2023,4,1299,1395231,"NH","Northeast",0.775857187806177
"New Hampshire",2023,5,1006,1395231,"NH","Northeast",0.600856297869911
"New Hampshire",2023,6,1008,1395231,"NH","Northeast",0.602050843193708
"New Hampshire",2023,7,1270,1395231,"NH","Northeast",0.75853628061112
"New Hampshire",2023,8,1029,1395231,"NH","Northeast",0.614593569093577
"New Hampshire",2023,9,708,1395231,"NH","Northeast",0.422869044624152
"New Jersey",2020,1,6285,8882371,"NJ","Northeast",0.589651119053685
"New Jersey",2020,2,7565,8882371,"NJ","Northeast",0.709739175121898
"New Jersey",2020,3,6710,8882371,"NJ","Northeast",0.629524106420084
"New Jersey",2020,4,16970,8882371,"NJ","Northeast",1.59210493084185
"New Jersey",2020,5,11754,8882371,"NJ","Northeast",1.10274610236388
"New Jersey",2020,6,5930,8882371,"NJ","Northeast",0.556345447253517
"New Jersey",2020,7,5490,8882371,"NJ","Northeast",0.515065177980069
"New Jersey",2020,8,6720,8882371,"NJ","Northeast",0.630462294358117
"New Jersey",2020,9,5559,8882371,"NJ","Northeast",0.521538674752496
"New Jersey",2020,10,6976,8882371,"NJ","Northeast",0.654479905571759
"New Jersey",2020,11,6572,8882371,"NJ","Northeast",0.61657711287523
"New Jersey",2020,12,8089,8882371,"NJ","Northeast",0.758900223074822
"New Jersey",2021,1,10433,9267130,"NJ","Northeast",0.93817251583464
"New Jersey",2021,2,7523,9267130,"NJ","Northeast",0.676494952230806
"New Jersey",2021,3,6597,9267130,"NJ","Northeast",0.593225734396733
"New Jersey",2021,4,6507,9267130,"NJ","Northeast",0.585132613872903
"New Jersey",2021,5,7395,9267130,"NJ","Northeast",0.664984736374692
"New Jersey",2021,6,5508,9267130,"NJ","Northeast",0.495298976058391
"New Jersey",2021,7,6811,9267130,"NJ","Northeast",0.612469376531174
"New Jersey",2021,8,5778,9267130,"NJ","Northeast",0.519578337629881
"New Jersey",2021,9,6183,9267130,"NJ","Northeast",0.555997379987116
"New Jersey",2021,10,7743,9267130,"NJ","Northeast",0.696278135733501
"New Jersey",2021,11,6303,9267130,"NJ","Northeast",0.566788207352222
"New Jersey",2021,12,6759,9267130,"NJ","Northeast",0.607793351339627
"New Jersey",2022,1,11436,9261699,"NJ","Northeast",1.02896887493321
"New Jersey",2022,2,6922,9261699,"NJ","Northeast",0.622815892994723
"New Jersey",2022,3,5902,9261699,"NJ","Northeast",0.531040075188508
"New Jersey",2022,4,6896,9261699,"NJ","Northeast",0.620476509403584
"New Jersey",2022,5,5808,9261699,"NJ","Northeast",0.522582303743622
"New Jersey",2022,6,5539,9261699,"NJ","Northeast",0.498378681204532
"New Jersey",2022,7,7113,9261699,"NJ","Northeast",0.640001364760396
"New Jersey",2022,8,5592,9261699,"NJ","Northeast",0.503147424678776
"New Jersey",2022,9,5743,9261699,"NJ","Northeast",0.516733844765775
"New Jersey",2022,10,7413,9261699,"NJ","Northeast",0.66699425235046
"New Jersey",2022,11,6081,9261699,"NJ","Northeast",0.547145831450579
"New Jersey",2022,12,8372,9261699,"NJ","Northeast",0.753281516346695
"New Jersey",2023,1,6355,9261699,"NJ","Northeast",0.571799335449504
"New Jersey",2023,2,6039,9261699,"NJ","Northeast",0.543366827187971
"New Jersey",2023,3,5934,9261699,"NJ","Northeast",0.533919316531449
"New Jersey",2023,4,7055,9261699,"NJ","Northeast",0.634782739826318
"New Jersey",2023,5,5495,9261699,"NJ","Northeast",0.494419724357989
"New Jersey",2023,6,5386,9261699,"NJ","Northeast",0.4846123085336
"New Jersey",2023,7,6558,9261699,"NJ","Northeast",0.59006452271878
"New Jersey",2023,8,5403,9261699,"NJ","Northeast",0.486141905497037
"New Jersey",2023,9,3692,9261699,"NJ","Northeast",0.33219246994171
"New Mexico",2020,1,1610,2106319,"NM","West",0.636972209179458
"New Mexico",2020,2,1916,2106319,"NM","West",0.758036492414808
"New Mexico",2020,3,1497,2106319,"NM","West",0.592265464063136
"New Mexico",2020,4,1639,2106319,"NM","West",0.648445621642939
"New Mexico",2020,5,2165,2106319,"NM","West",0.856549585635731
"New Mexico",2020,6,1709,2106319,"NM","West",0.676140065520307
"New Mexico",2020,7,1693,2106319,"NM","West",0.669809906919765
"New Mexico",2020,8,2042,2106319,"NM","West",0.80788649139407
"New Mexico",2020,9,1573,2106319,"NM","West",0.622333717415706
"New Mexico",2020,10,2077,2106319,"NM","West",0.821733713332754
"New Mexico",2020,11,2284,2106319,"NM","West",0.903630140227256
"New Mexico",2020,12,2637,2106319,"NM","West",1.0432892643517
"New Mexico",2021,1,2759,2115877,"NM","West",1.08662586089204
"New Mexico",2021,2,1857,2115877,"NM","West",0.731375216990402
"New Mexico",2021,3,1759,2115877,"NM","West",0.692778140380246
"New Mexico",2021,4,1725,2115877,"NM","West",0.679387317882845
"New Mexico",2021,5,2082,2115877,"NM","West",0.819990954105555
"New Mexico",2021,6,1609,2115877,"NM","West",0.633700982303477
"New Mexico",2021,7,1990,2115877,"NM","West",0.78375696381847
"New Mexico",2021,8,1778,2115877,"NM","West",0.70026124706997
"New Mexico",2021,9,1949,2115877,"NM","West",0.767609207277487
"New Mexico",2021,10,2381,2115877,"NM","West",0.937751422538582
"New Mexico",2021,11,2159,2115877,"NM","West",0.850317228584963
"New Mexico",2021,12,2434,2115877,"NM","West",0.958625351725707
"New Mexico",2022,1,3042,2113344,"NM","West",1.19952075951667
"New Mexico",2022,2,2098,2113344,"NM","West",0.827282890685725
"New Mexico",2022,3,1772,2113344,"NM","West",0.698734643610632
"New Mexico",2022,4,1981,2113344,"NM","West",0.781147476858161
"New Mexico",2022,5,1711,2113344,"NM","West",0.67468113725609
"New Mexico",2022,6,1596,2113344,"NM","West",0.629334362981133
"New Mexico",2022,7,2005,2113344,"NM","West",0.790611151489456
"New Mexico",2022,8,1547,2113344,"NM","West",0.610012693942239
"New Mexico",2022,9,1572,2113344,"NM","West",0.619870688349838
"New Mexico",2022,10,1967,2113344,"NM","West",0.775626999989905
"New Mexico",2022,11,1701,2113344,"NM","West",0.67073793949305
"New Mexico",2022,12,2433,2113344,"NM","West",0.959380015747555
"New Mexico",2023,1,1774,2113344,"NM","West",0.69952328316324
"New Mexico",2023,2,1689,2113344,"NM","West",0.666006102177402
"New Mexico",2023,3,1632,2113344,"NM","West",0.643529874928076
"New Mexico",2023,4,2154,2113344,"NM","West",0.849364798158747
"New Mexico",2023,5,1568,2113344,"NM","West",0.618293409244622
"New Mexico",2023,6,1528,2113344,"NM","West",0.602520618192463
"New Mexico",2023,7,1882,2113344,"NM","West",0.742109819004068
"New Mexico",2023,8,1383,2113344,"NM","West",0.545344250628388
"New Mexico",2023,9,757,2113344,"NM","West",0.298500070662104
"New York",2020,1,8448,19336776,"NY","Northeast",0.36407310091403
"New York",2020,2,10273,19336776,"NY","Northeast",0.442722888931088
"New York",2020,3,8728,19336776,"NY","Northeast",0.376139917705689
"New York",2020,4,16653,19336776,"NY","Northeast",0.717673928683872
"New York",2020,5,12778,19336776,"NY","Northeast",0.550677803442173
"New York",2020,6,7705,19336776,"NY","Northeast",0.33205294064188
"New York",2020,7,7449,19336776,"NY","Northeast",0.321020422432364
"New York",2020,8,9276,19336776,"NY","Northeast",0.399756401997934
"New York",2020,9,7563,19336776,"NY","Northeast",0.325933340697539
"New York",2020,10,9926,19336776,"NY","Northeast",0.427768655264283
"New York",2020,11,8719,19336776,"NY","Northeast",0.375752055737385
"New York",2020,12,10756,19336776,"NY","Northeast",0.463538147896699
"New York",2021,1,14952,19835913,"NY","Northeast",0.628153591921884
"New York",2021,2,10154,19835913,"NY","Northeast",0.426583170972098
"New York",2021,3,8601,19835913,"NY","Northeast",0.361339556187809
"New York",2021,4,8193,19835913,"NY","Northeast",0.344198928478866
"New York",2021,5,9882,19835913,"NY","Northeast",0.415156085832802
"New York",2021,6,7471,19835913,"NY","Northeast",0.313866739248823
"New York",2021,7,9466,19835913,"NY","Northeast",0.397679367384467
"New York",2021,8,8177,19835913,"NY","Northeast",0.343526747000084
"New York",2021,9,8458,19835913,"NY","Northeast",0.355331934221194
"New York",2021,10,11125,19835913,"NY","Northeast",0.467376184465688
"New York",2021,11,9346,19835913,"NY","Northeast",0.392638006293602
"New York",2021,12,10033,19835913,"NY","Northeast",0.421499798538809
"New York",2022,1,13989,19677151,"NY","Northeast",0.592438407369034
"New York",2022,2,9452,19677151,"NY","Northeast",0.400295076592473
"New York",2022,3,8212,19677151,"NY","Northeast",0.347780699214705
"New York",2022,4,9997,19677151,"NY","Northeast",0.423375992456089
"New York",2022,5,8217,19677151,"NY","Northeast",0.34799245073639
"New York",2022,6,7804,19677151,"NY","Northeast",0.330501775045246
"New York",2022,7,9752,19677151,"NY","Northeast",0.413000167893546
"New York",2022,8,7903,19677151,"NY","Northeast",0.3346944551746
"New York",2022,9,7851,19677151,"NY","Northeast",0.332492239349081
"New York",2022,10,10476,19677151,"NY","Northeast",0.443661788233469
"New York",2022,11,8740,19677151,"NY","Northeast",0.370141659904594
"New York",2022,12,11884,19677151,"NY","Northeast",0.503291016739839
"New York",2023,1,9253,19677151,"NY","Northeast",0.391867366029428
"New York",2023,2,8545,19677151,"NY","Northeast",0.361883350558896
"New York",2023,3,8260,19677151,"NY","Northeast",0.349813513822877
"New York",2023,4,9884,19677151,"NY","Northeast",0.418590408066019
"New York",2023,5,7742,19677151,"NY","Northeast",0.327876056176357
"New York",2023,6,7634,19677151,"NY","Northeast",0.323302223307971
"New York",2023,7,9238,19677151,"NY","Northeast",0.391232111464375
"New York",2023,8,7675,19677151,"NY","Northeast",0.325038585785784
"New York",2023,9,5258,19677151,"NY","Northeast",0.222677900203473
"North Carolina",2020,1,7883,10600823,"NC","South",0.619684591155485
"North Carolina",2020,2,9993,10600823,"NC","South",0.785552216087373
"North Carolina",2020,3,7986,10600823,"NC","South",0.627781446780123
"North Carolina",2020,4,8173,10600823,"NC","South",0.642481563302522
"North Carolina",2020,5,10098,10600823,"NC","South",0.793806292209577
"North Carolina",2020,6,7729,10600823,"NC","South",0.607578612842921
"North Carolina",2020,7,8154,10600823,"NC","South",0.640987968575647
"North Carolina",2020,8,10499,10600823,"NC","South",0.825329001971514
"North Carolina",2020,9,8624,10600823,"NC","South",0.677934785503604
"North Carolina",2020,10,10574,10600823,"NC","South",0.83122477063023
"North Carolina",2020,11,9108,10600823,"NC","South",0.71598214591452
"North Carolina",2020,12,10095,10600823,"NC","South",0.793570461463228
"North Carolina",2021,1,14682,10551162,"NC","South",1.15958792026888
"North Carolina",2021,2,9857,10551162,"NC","South",0.778508250244539
"North Carolina",2021,3,8256,10551162,"NC","South",0.652060882014701
"North Carolina",2021,4,8091,10551162,"NC","South",0.639029142003506
"North Carolina",2021,5,10211,10551162,"NC","South",0.806467256086739
"North Carolina",2021,6,7833,10551162,"NC","South",0.618652239440547
"North Carolina",2021,7,9897,10551162,"NC","South",0.781667459944222
"North Carolina",2021,8,9368,10551162,"NC","South",0.739886911665906
"North Carolina",2021,9,10514,10551162,"NC","South",0.830398269561842
"North Carolina",2021,10,11936,10551162,"NC","South",0.942708174385595
"North Carolina",2021,11,8839,10551162,"NC","South",0.69810636338759
"North Carolina",2021,12,9448,10551162,"NC","South",0.746205331065274
"North Carolina",2022,1,13510,10698973,"NC","South",1.05228168473117
"North Carolina",2022,2,10719,10698973,"NC","South",0.834893218255621
"North Carolina",2022,3,8353,10698973,"NC","South",0.650607617509955
"North Carolina",2022,4,9981,10698973,"NC","South",0.777411065529374
"North Carolina",2022,5,7912,10698973,"NC","South",0.616258526246709
"North Carolina",2022,6,8158,10698973,"NC","South",0.635419243822125
"North Carolina",2022,7,10021,10698973,"NC","South",0.780526629362775
"North Carolina",2022,8,8131,10698973,"NC","South",0.633316238234579
"North Carolina",2022,9,8314,10698973,"NC","South",0.647569942772389
"North Carolina",2022,10,10474,10698973,"NC","South",0.81581038977604
"North Carolina",2022,11,8613,10698973,"NC","South",0.670858782427061
"North Carolina",2022,12,11382,10698973,"NC","South",0.886533688794242
"North Carolina",2023,1,9162,10698973,"NC","South",0.713619896040489
"North Carolina",2023,2,8546,10698973,"NC","South",0.665640213006114
"North Carolina",2023,3,8453,10698973,"NC","South",0.658396527093457
"North Carolina",2023,4,10112,10698973,"NC","South",0.787614537083762
"North Carolina",2023,5,7857,10698973,"NC","South",0.611974625975783
"North Carolina",2023,6,8023,10698973,"NC","South",0.624904215884397
"North Carolina",2023,7,9527,10698973,"NC","South",0.742049416020273
"North Carolina",2023,8,7818,10698973,"NC","South",0.608936951238217
"North Carolina",2023,9,4902,10698973,"NC","South",0.381812347783287
"North Dakota",2020,1,618,765309,"ND","Midwest",0.672930803113514
"North Dakota",2020,2,744,765309,"ND","Midwest",0.810130287243453
"North Dakota",2020,3,588,765309,"ND","Midwest",0.640264259273052
"North Dakota",2020,4,613,765309,"ND","Midwest",0.667486379140103
"North Dakota",2020,5,725,765309,"ND","Midwest",0.789441476144494
"North Dakota",2020,6,577,765309,"ND","Midwest",0.628286526531549
"North Dakota",2020,7,518,765309,"ND","Midwest",0.564042323645307
"North Dakota",2020,8,702,765309,"ND","Midwest",0.764397125866807
"North Dakota",2020,9,649,765309,"ND","Midwest",0.706686231748658
"North Dakota",2020,10,1100,765309,"ND","Midwest",1.19777327415027
"North Dakota",2020,11,1045,765309,"ND","Midwest",1.13788461044275
"North Dakota",2020,12,914,765309,"ND","Midwest",0.995240702339404
"North Dakota",2021,1,760,774948,"ND","Midwest",0.81725913652701
"North Dakota",2021,2,569,774948,"ND","Midwest",0.611869011426143
"North Dakota",2021,3,575,774948,"ND","Midwest",0.61832105724083
"North Dakota",2021,4,546,774948,"ND","Midwest",0.58713616913651
"North Dakota",2021,5,706,774948,"ND","Midwest",0.759190724194828
"North Dakota",2021,6,563,774948,"ND","Midwest",0.605416965611456
"North Dakota",2021,7,680,774948,"ND","Midwest",0.731231858997851
"North Dakota",2021,8,550,774948,"ND","Midwest",0.591437533012968
"North Dakota",2021,9,635,774948,"ND","Midwest",0.682841515387699
"North Dakota",2021,10,969,774948,"ND","Midwest",1.04200539907194
"North Dakota",2021,11,722,774948,"ND","Midwest",0.776396179700659
"North Dakota",2021,12,793,774948,"ND","Midwest",0.852745388507788
"North Dakota",2022,1,885,779261,"ND","Midwest",0.946409482830528
"North Dakota",2022,2,684,779261,"ND","Midwest",0.731462244357154
"North Dakota",2022,3,593,779261,"ND","Midwest",0.634147822958761
"North Dakota",2022,4,629,779261,"ND","Midwest",0.672645835819663
"North Dakota",2022,5,585,779261,"ND","Midwest",0.625592708989671
"North Dakota",2022,6,523,779261,"ND","Midwest",0.559290575729227
"North Dakota",2022,7,665,779261,"ND","Midwest",0.711143848680566
"North Dakota",2022,8,604,779261,"ND","Midwest",0.645911104666259
"North Dakota",2022,9,590,779261,"ND","Midwest",0.630939655220352
"North Dakota",2022,10,757,779261,"ND","Midwest",0.809527659325096
"North Dakota",2022,11,572,779261,"ND","Midwest",0.611690648789901
"North Dakota",2022,12,804,779261,"ND","Midwest",0.859788953893497
"North Dakota",2023,1,647,779261,"ND","Midwest",0.691894842250115
"North Dakota",2023,2,552,779261,"ND","Midwest",0.590302863867177
"North Dakota",2023,3,575,779261,"ND","Midwest",0.614898816528309
"North Dakota",2023,4,724,779261,"ND","Midwest",0.774237814202601
"North Dakota",2023,5,589,779261,"ND","Midwest",0.629870265974216
"North Dakota",2023,6,497,779261,"ND","Midwest",0.531486455329686
"North Dakota",2023,7,711,779261,"ND","Midwest",0.760335754002831
"North Dakota",2023,8,535,779261,"ND","Midwest",0.572123246682862
"North Dakota",2023,9,333,779261,"ND","Midwest",0.356106618963351
"Ohio",2020,1,10198,11693217,"OH","Midwest",0.726774619279992
"Ohio",2020,2,12509,11693217,"OH","Midwest",0.891471240691648
"Ohio",2020,3,10096,11693217,"OH","Midwest",0.719505447759443
"Ohio",2020,4,10694,11693217,"OH","Midwest",0.762122747458348
"Ohio",2020,5,13233,11693217,"OH","Midwest",0.943068105210055
"Ohio",2020,6,9851,11693217,"OH","Midwest",0.702045182832634
"Ohio",2020,7,10085,11693217,"OH","Midwest",0.718721517497423
"Ohio",2020,8,13035,11693217,"OH","Midwest",0.928957360493695
"Ohio",2020,9,10098,11693217,"OH","Midwest",0.719647980534356
"Ohio",2020,10,13371,11693217,"OH","Midwest",0.952902866679033
"Ohio",2020,11,12922,11693217,"OH","Midwest",0.920904258711126
"Ohio",2020,12,16119,11693217,"OH","Midwest",1.14874289940912
"Ohio",2021,1,17580,11780017,"OH","Midwest",1.24363148202587
"Ohio",2021,2,11683,11780017,"OH","Midwest",0.82647022778773
"Ohio",2021,3,10020,11780017,"OH","Midwest",0.70882749999427
"Ohio",2021,4,9927,11780017,"OH","Midwest",0.702248562120072
"Ohio",2021,5,12273,11780017,"OH","Midwest",0.868207575591784
"Ohio",2021,6,9451,11780017,"OH","Midwest",0.668575718806971
"Ohio",2021,7,11726,11780017,"OH","Midwest",0.829512102288704
"Ohio",2021,8,10287,11780017,"OH","Midwest",0.727715418407291
"Ohio",2021,9,11836,11780017,"OH","Midwest",0.837293641709798
"Ohio",2021,10,15569,11780017,"OH","Midwest",1.10137079315477
"Ohio",2021,11,12483,11780017,"OH","Midwest",0.883063241759329
"Ohio",2021,12,14305,11780017,"OH","Midwest",1.01195383107964
"Ohio",2022,1,19212,11756058,"OH","Midwest",1.36185105585563
"Ohio",2022,2,12250,11756058,"OH","Midwest",0.868346628889831
"Ohio",2022,3,10101,11756058,"OH","Midwest",0.716013820278872
"Ohio",2022,4,11978,11756058,"OH","Midwest",0.849065789456522
"Ohio",2022,5,9396,11756058,"OH","Midwest",0.666039585718274
"Ohio",2022,6,9441,11756058,"OH","Midwest",0.669229430477461
"Ohio",2022,7,12075,11756058,"OH","Midwest",0.855941677048548
