"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 40 ending October 09, 2021"	"2021/40"	10898	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 41 ending October 16, 2021"	"2021/41"	10813	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 42 ending October 23, 2021"	"2021/42"	10756	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 43 ending October 30, 2021"	"2021/43"	11061	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 44 ending November 06, 2021"	"2021/44"	11134	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 45 ending November 13, 2021"	"2021/45"	11342	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 46 ending November 20, 2021"	"2021/46"	11165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 47 ending November 27, 2021"	"2021/47"	11722	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 48 ending December 04, 2021"	"2021/48"	12101	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 49 ending December 11, 2021"	"2021/49"	12387	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 50 ending December 18, 2021"	"2021/50"	12408	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 51 ending December 25, 2021"	"2021/51"	12560	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week 52 ending January 01, 2022"	"2021/52"	13218	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2021 Week Not Available"	"2021/99"	258	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 01 ending January 08, 2022"	"2022/01"	14433	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 02 ending January 15, 2022"	"2022/02"	15272	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 03 ending January 22, 2022"	"2022/03"	15193	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 04 ending January 29, 2022"	"2022/04"	14043	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 05 ending February 05, 2022"	"2022/05"	13219	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 06 ending February 12, 2022"	"2022/06"	12326	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 07 ending February 19, 2022"	"2022/07"	11251	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 08 ending February 26, 2022"	"2022/08"	10406	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 09 ending March 05, 2022"	"2022/09"	10470	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 10 ending March 12, 2022"	"2022/10"	10218	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 11 ending March 19, 2022"	"2022/11"	9927	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 12 ending March 26, 2022"	"2022/12"	9780	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 13 ending April 02, 2022"	"2022/13"	9792	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 14 ending April 09, 2022"	"2022/14"	9747	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 15 ending April 16, 2022"	"2022/15"	9680	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 16 ending April 23, 2022"	"2022/16"	9354	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 17 ending April 30, 2022"	"2022/17"	9696	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 18 ending May 07, 2022"	"2022/18"	9817	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 19 ending May 14, 2022"	"2022/19"	10165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 20 ending May 21, 2022"	"2022/20"	9804	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 21 ending May 28, 2022"	"2022/21"	9681	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 22 ending June 04, 2022"	"2022/22"	9691	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 23 ending June 11, 2022"	"2022/23"	9500	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 24 ending June 18, 2022"	"2022/24"	9545	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 25 ending June 25, 2022"	"2022/25"	9517	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 26 ending July 02, 2022"	"2022/26"	9834	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 27 ending July 09, 2022"	"2022/27"	9513	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 28 ending July 16, 2022"	"2022/28"	9516	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 29 ending July 23, 2022"	"2022/29"	9765	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 30 ending July 30, 2022"	"2022/30"	9621	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 31 ending August 06, 2022"	"2022/31"	9599	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 32 ending August 13, 2022"	"2022/32"	9552	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 33 ending August 20, 2022"	"2022/33"	9615	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 34 ending August 27, 2022"	"2022/34"	9649	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 35 ending September 03, 2022"	"2022/35"	9400	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 36 ending September 10, 2022"	"2022/36"	9599	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 37 ending September 17, 2022"	"2022/37"	9578	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 38 ending September 24, 2022"	"2022/38"	9765	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 39 ending October 01, 2022"	"2022/39"	9942	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 40 ending October 08, 2022"	"2022/40"	10307	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 41 ending October 15, 2022"	"2022/41"	10483	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 42 ending October 22, 2022"	"2022/42"	10194	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 43 ending October 29, 2022"	"2022/43"	10305	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 44 ending November 05, 2022"	"2022/44"	10472	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 45 ending November 12, 2022"	"2022/45"	10305	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 46 ending November 19, 2022"	"2022/46"	10252	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 47 ending November 26, 2022"	"2022/47"	10956	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 48 ending December 03, 2022"	"2022/48"	11134	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 49 ending December 10, 2022"	"2022/49"	11201	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 50 ending December 17, 2022"	"2022/50"	11436	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 51 ending December 24, 2022"	"2022/51"	11598	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2022 Week 52 ending December 31, 2022"	"2022/52"	12023	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	11844	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	11164	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	10991	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	10681	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	10552	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	10689	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	10491	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	10329	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	10300	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	10164	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	10306	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	10076	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	9960	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	9735	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	10094	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	9667	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	9395	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	9688	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	9617	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	9506	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	9319	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	9551	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	9295	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	9332	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	9024	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	9231	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	9344	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	9121	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	9105	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	8931	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	9258	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	9348	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	9244	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	9220	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	9151	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	9575	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	9103	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	9290	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	9745	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	10162	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	10060	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	10065	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	10119	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	9793	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	10225	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	10127	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	10142	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	10589	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	10652	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	10393	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	10794	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	11242	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	11317	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	11676	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	11069	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	11035	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	10759	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	10505	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	10267	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	10222	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	10245	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	10167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	10086	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	9686	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	9879	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	9868	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	9943	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	9457	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	9596	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	9515	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	9397	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	9351	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	9461	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	9008	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	9298	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	9115	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	9213	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	9236	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	9164	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	9201	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	9092	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	9046	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	9208	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	9109	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	9207	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	9245	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	9110	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	9014	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	9464	Not Applicable	Not Applicable
